G;0;D;100.0;1;E;87.5;2;A;90.5;3;F;68.0;4;I;55.3;5;H;66.0;6;J;43.4;7;C;50.7;
E;8;D;87.5;9;F;84.7;10;A;86.6;11;J;58.3;12;I;54.6;13;H;57.5;14;C;47.1;
J;15;I;73.6;16;F;65.2;17;A;66.1;18;D;43.4;19;C;46.4;
C;20;H;83.0;21;D;50.7;22;A;34.6;
D;23;A;90.5;24;F;68.0;25;I;55.3;26;H;66.0;
A;27;F;92.1;29;I;56.6;
I;28;F;52.9;
