G;0;D;100.0;1;E;83.8;2;A;63.5;3;F;58.2;4;I;49.6;5;H;41.0;6;J;40.1;7;C;38.1;
E;8;D;83.8;9;F;69.0;10;A;64.1;11;J;51.5;12;I;46.7;13;H;37.8;14;C;37.4;
J;15;I;71.5;16;F;60.6;17;A;42.0;18;D;40.1;19;C;31.8;
C;20;H;70.9;21;D;38.1;22;A;32.7;
D;23;A;63.5;24;F;58.2;25;I;49.6;26;H;41.0;
F;27;A;53.0;28;I;50.7;
I;29;A;34.6;
